CNPJ;RAZÃO SOCIAL;NOME FANTASIA;MATRIZ/FILIAL;SITUAÇÃO CADASTRAL;DATA INICIO ATIVIDADE;DATA INICIO ATIVIDADE (BR);DESCRIÇÃO MOTIVO;DATA SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL (BR);CNAE PRINCIPAL;CNAE SECUNDÁRIO;NATUREZA JURÍDICA;CAPITAL SOCIAL;PORTE;OPTANTE SIMPLES;OPTANTE MEI;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DDD 1;TELEFONE 1;DDD 2;TELEFONE 2;EMAIL
14.436.798/0001-23;RESTAURANTE E MERCEARIA DA PRAIA LTDA;RESTAURANTE E MERCEARIA DA PRAIA;1;ATIVA;04/10/2011;04/10/2011;NULL;04/10/2011;04/10/2011;Restaurantes e similares;NULL;Sociedade Empresária Limitada;6000.00;MICRO EMPRESA;S;N;DAS PALMEIRAS;461;QUADRA13LOTE  202;DANIELA;88053010;SC;FLORIANOPOLIS;48;30284170;;;
18.388.004/0001-54;TADEU RODRIGUES DE BARROS;MERCADO SANTA TEREZA;1;ATIVA;27/06/2013;27/06/2013;NULL;27/06/2013;27/06/2013;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);5000.00;MICRO EMPRESA;S;N;DO CONSELHO;60;;TAPERA;88049163;SC;FLORIANOPOLIS;48;99501791;;;TADEUBARROS78@GMAIL.COM
18.588.783/0001-31;MERCADO LAGOA COMERCIO DE ALIMENTOS LTDA;MERCADO LAGOA;1;ATIVA;29/07/2013;29/07/2013;NULL;29/07/2013;29/07/2013;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;140000.00;MICRO EMPRESA;S;N;RITA LOURENCO DA SILVEIRA;285;;LAGOA DA CONCEICAO;88062060;SC;FLORIANOPOLIS;48;91777517;;;DARCIFALETTI@HOTMAIL.COM
50.577.232/0001-85;PAULA HULLER CRUZ WILVERT LTDA;NATIVOS HAMBURGUERIA E CONVENIENCIA;1;ATIVA;07/05/2023;07/05/2023;NULL;07/05/2023;07/05/2023;Lanchonetes casas de chá de sucos e similares;NULL;Sociedade Empresária Limitada;10000.00;MICRO EMPRESA;S;N;FRANCISCO VIEIRA;440;QUIOSQ;MORRO DAS PEDRAS;88066010;SC;FLORIANOPOLIS;48;98078706;;;PAULAHULLERC@GMAIL.COM
51.554.407/0001-00;HORA CERTA MERCEARIA E DISTRIBUIDORA LTDA;HORA CERTA MERCEARIA E DISTRIBUIDORA;1;ATIVA;25/07/2023;25/07/2023;NULL;25/07/2023;25/07/2023;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;10000.00;MICRO EMPRESA;S;N;LUIZ BOITEUX PIAZZA;6193;;PONTA DAS CANAS;88056701;SC;FLORIANOPOLIS;48;98057781;;;HORACERTAPONTA@GMAIL.COM
57.419.527/0001-72;RLD MULTIMERCADO FINANCEIRA E IMOBILIARIA LTDA;RLD MULTIMERCADO;1;ATIVA;24/09/2024;24/09/2024;NULL;24/09/2024;24/09/2024;Promoção de vendas;NULL;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;SOUZA DUTRA;145;SALA 807  CENTRO EXECUTIVO BEIRA MAR CONTINENTAL;ESTREITO;88070605;SC;FLORIANOPOLIS;41;88141373;;;RODRIGOLDANIELI@GMAIL.COM
22.273.186/0001-95;MERCADO QUEIMADAS LTDA;MERCADO QUEIMADAS;1;ATIVA;16/04/2015;16/04/2015;NULL;16/04/2015;16/04/2015;Comércio varejista de bebidas;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Sociedade Empresária Limitada;120000.00;MICRO EMPRESA;S;N;JOAO HONORATO SOARES;378;;JOSE MENDES;88021010;SC;FLORIANOPOLIS;48;32258056;48;32469752;MERCADOQUEIMADAS@GMAIL.COM
48.511.116/0001-11;SACOLAO E RESTAURANTE ALIANCA LTDA;SACOLAO ALIANCA;1;ATIVA;04/11/2022;04/11/2022;NULL;04/11/2022;04/11/2022;Comércio varejista de hortifrutigranjeiros;NULL;Sociedade Empresária Limitada;150000.00;MICRO EMPRESA;N;N;JOAO GUALBERTO SOARES;551;ANDAR TERREO;INGLESES DO RIO VERMELHO;88058300;SC;FLORIANOPOLIS;48;98385882;0;0;HELENMORAES2501@GMAIL.COM
54.005.692/0001-90;ANDREIA BEBIDAS E MERCEARIA LTDA;ANDREIA BEBIDAS E MERCEARIA;1;ATIVA;21/02/2024;21/02/2024;NULL;21/02/2024;21/02/2024;Comércio varejista de bebidas;Comércio varejista de hortifrutigranjeiros;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;ANAROLINA SILVEIRA SANTOS;305;LOTE  01;VARGEM DO BOM JESUS;88056590;SC;FLORIANOPOLIS;48;88688436;0;0;NUELLOATENDIMENTO@GMAIL.COM
54.990.349/0001-47;MERCADO DAS BEBIDAS LTDA;MERCADO DAS BEBIDAS;1;ATIVA;03/05/2024;03/05/2024;NULL;03/05/2024;03/05/2024;Comércio varejista de mercadorias em lojas de conveniência;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;S;N;LUIZ BOITEUX PIAZZA K26684;3537;;CACHOEIRA DO BOM JESUS;88056000;SC;FLORIANOPOLIS;48;92233863;0;0;MERCADOODASBEBIDAS24@GMAIL.COM
49.920.372/0001-25;MERCADO 3 IRMAOS LTDA;MERCADO 3 IRMAOS;1;ATIVA;13/03/2023;13/03/2023;NULL;13/03/2023;13/03/2023;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;60000.00;MICRO EMPRESA;S;N;ALTAMIRO BARCELOS DUTRA;550;;BARRA DA LAGOA;88061300;SC;FLORIANOPOLIS;48;96926698;;;MERCA.3IRMAOS@GMAIL.COM
52.421.207/0001-33;SHAKA DISTRIBUIDORA E CONVENIENCIA LTDA;SHAKA DISTRIBUIDORA E CONVENIENCIA;1;ATIVA;04/10/2023;04/10/2023;NULL;04/10/2023;04/10/2023;Comércio varejista de bebidas;NULL;Sociedade Empresária Limitada;25000.00;MICRO EMPRESA;S;N;GRACILIANO MANOEL GOMES;866;LOJA  02;INGLESES DO RIO VERMELHO;88058200;SC;FLORIANOPOLIS;48;91863380;;;REYSHAKA@ICLOUD.COM
52.595.644/0001-73;SANDRA ZULMA PACIFICO;MERCADO NOVA ALIANCA;1;ATIVA;19/10/2023;19/10/2023;NULL;19/10/2023;19/10/2023;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Comércio varejista de hortifrutigranjeiros;Empresário (Individual);60000.00;EMPRESA DE PEQUENO PORTE;N;N;JOAO GUALBERTO SOARES;5091;SALA  1;SAO JOAO DO RIO VERMELHO;88060000;SC;FLORIANOPOLIS;48;96839742;0;0;MERCADONOVALIANCA@GMAIL.COM
60.507.305/0001-16;MERCADO ILHA BELA LTDA;MERCADO ILHA BELA;1;ATIVA;23/04/2025;23/04/2025;NULL;23/04/2025;23/04/2025;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Sociedade Empresária Limitada;100000.00;EMPRESA DE PEQUENO PORTE;S;N;LIONS INTERNACIONAL;289;;INGLESES;88058084;SC;FLORIANOPOLIS;48;88709085;;;MERCADOILHABELAFLORIPA@GMAIL.COM
05.494.020/0001-80;MINI MERCADO GAYEGO LTDA;MINI MERCADO FERNANDES;1;ATIVA;23/01/2003;23/01/2003;NULL;03/11/2005;03/11/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;30000.00;MICRO EMPRESA;S;N;PROFESSOR EGIDIO FERREIRA;659;;CAPOEIRAS;88090500;SC;FLORIANOPOLIS;48;32405162;;;RICOGAYEGO@GMAIL.COM
03.714.371/0001-23;SUPERMERCADO SANTO ANTONIO LTDA;SUPERMERCADO SANTO ANTONIO;1;ATIVA;20/08/1999;20/08/1999;NULL;03/11/2005;03/11/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;50000.00;DEMAIS;N;N;CONEGO SERPA;62;LOJA  01;SANTO ANTONIO DE LISBOA;88050440;SC;FLORIANOPOLIS;48;99871618;;;JAQUEMERCADOSANTOANTONIO@HOTMAIL.COM
02.988.536/0001-92;MINIMERCADO EVA LTDA;MERCADO SUPERNORTE;1;ATIVA;10/02/1999;10/02/1999;NULL;30/10/2004;30/10/2004;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;100000.00;DEMAIS;N;N;FABRICIANO INACIO MONTEIRO;2353;FRENTE ROD.SC 403;VARGEM DO BOM JESUS;88058020;SC;FLORIANOPOLIS;48;32695098;;;FINANCEIROSN@REDESUPERNORTE.COM.BR
82.953.779/0001-24;MELO COMERCIO DE ALIMENTOS LTDA;MINIMERCADO E PADARIA;1;ATIVA;08/04/1975;08/04/1975;NULL;03/11/2005;03/11/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;0.00;MICRO EMPRESA;N;N;BALDICERO FILOMENO;1126;;RIBEIRAO DA ILHA;88064000;SC;FLORIANOPOLIS;;;;;
02.902.036/0001-96;SACOLAO DOS INGLESES COMERCIO LTDA;SACOLAO DOS INGLESES;1;ATIVA;10/12/1998;10/12/1998;NULL;03/11/2005;03/11/2005;Comércio varejista de hortifrutigranjeiros;NULL;Sociedade Empresária Limitada;80000.00;MICRO EMPRESA;N;N; SC 403;6640;KM 08GALPAO;INGLESES;88058001;SC;FLORIANOPOLIS;48;32693309;;;
82.956.160/0036-01;MUNDIALMIX COMERCIO DE ALIMENTOS LTDA;SUPERMERCADOS IMPERATRIZ;2;ATIVA;12/09/2008;12/09/2008;NULL;12/09/2008;12/09/2008;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;2616000.00;DEMAIS;NULL;NULL;JOAO PIO DUARTE DA SILVA;1623;;CORREGO GRANDE;88037000;SC;FLORIANOPOLIS;48;33811340;48;33811300;CONTABIL@SUPERIMPERATRIZ.COM.BR
04.464.967/0001-85;MERCADO M.L.O. LTDA;MERCADO OLIVEIRA;1;ATIVA;23/05/2001;23/05/2001;NULL;23/05/2001;23/05/2001;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;75000.00;MICRO EMPRESA;N;N;ALTAMIRO BARCELOS DUTRA;1243;;BARRA DA LAGOA;88061300;SC;FLORIANOPOLIS;48;36587109;;;SOCIETARIO@R4SOLUCOESCONTABEIS.COM.BR
09.250.352/0001-70;MERCADO SANTINHO LTDA;MERCADO SANTINHO;1;ATIVA;21/11/2007;21/11/2007;NULL;17/04/2025;17/04/2025;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Comércio varejista de hortifrutigranjeiros;Sociedade Empresária Limitada;10000.00;MICRO EMPRESA;S;N;VEREADOR ONILDO LEMOS;2017;SALA  05;SANTINHO;88058700;SC;FLORIANOPOLIS;48;41041324;;;
13.493.016/0001-25;HORAH SAUDE E CONVENIENCIA LTDA;HORAH SAUDE E CONVENIENCIA;1;ATIVA;08/04/2011;08/04/2011;NULL;08/04/2011;08/04/2011;Comércio varejista de mercadorias em lojas de conveniência;NULL;Sociedade Empresária Limitada;30000.00;MICRO EMPRESA;S;N;CAMPECHE;55;SALA  04;CAMPECHE;88063300;SC;FLORIANOPOLIS;48;32048230;;;HORAHSC@GMAIL.COM
08.883.500/0001-20;MINIMERCADO GALUPO LTDA;MINIMERCADO GALUPO;1;ATIVA;30/05/2007;30/05/2007;NULL;30/05/2007;30/05/2007;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;10000.00;MICRO EMPRESA;S;N;ANTONIO CARLOS FERREIRA;975;;AGRONOMICA;88025211;SC;FLORIANOPOLIS;48;33333619;;;
83.646.984/0074-65;A. ANGELONI & CIA. LTDA;SUPERMERCADOS ANGELONI;2;ATIVA;03/07/2009;03/07/2009;NULL;03/07/2009;03/07/2009;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;61924500.00;DEMAIS;NULL;NULL;ARMANDO CALIL BULOS;6375;;INGLESES DO RIO VERMELHO;88058001;SC;FLORIANOPOLIS;48;33317100;;;ADM.EDI@ANGELONI.COM.BR
13.701.524/0001-51;REIS PEREIRA COMERCIO DE ALIMENTOS LTDA;MERCADO RP;1;ATIVA;20/05/2011;20/05/2011;NULL;20/05/2011;20/05/2011;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;N;N;DAS AREIAS;208;;TAPERA;88049300;SC;FLORIANOPOLIS;48;36587109;;;SOCIETARIO@R4SOLUCOESCONTABEIS.COM.BR
11.581.310/0001-63;CARLOS JOSE INACIO;LOJA DE CONVENIENCIA DO GARGA;1;ATIVA;22/02/2010;22/02/2010;NULL;22/02/2010;22/02/2010;Comércio varejista de mercadorias em lojas de conveniência;Lavanderias;Empresário (Individual);15000.00;MICRO EMPRESA;S;N;MADRE MARIA VILAC;1908;;CANASVIEIRAS;88054001;SC;FLORIANOPOLIS;48;84350723;;;
19.125.488/0001-01;MINIMERCADO LIMA LTDA;MINI MERCADO LIMA;1;ATIVA;23/10/2013;23/10/2013;NULL;23/10/2013;23/10/2013;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;2000.00;MICRO EMPRESA;S;N;ANTONIO FRANCISCO DA SILVEIRA;497;;PANTANAL;88040160;SC;FLORIANOPOLIS;48;88440856;;;rodrigo_ohenrique@yahoo.com.br
77.884.070/0002-65;SUPERMERCADO FORTE COMERCIO VAREJISTA E ATACADISTA LTDA;SUPERMERCADO FORTE;2;ATIVA;22/07/2014;22/07/2014;NULL;22/07/2014;22/07/2014;Comércio atacadista de mercadorias em geral com predominância de produtos alimentícios;NULL;Sociedade Empresária Limitada;0.00;DEMAIS;NULL;NULL;LUIZ BOITEUX PIAZZA;6208;;CACHOEIRA DO BOM JESUS;88056000;SC;FLORIANOPOLIS;47;34000500;;;societario@contabilidadevinholi.com
21.580.440/0001-35;GUILHERME MENDES MARCELINO;DISTRIBUIDORA E MERCADO GMM;1;ATIVA;16/12/2014;16/12/2014;NULL;16/12/2014;16/12/2014;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);100000.00;EMPRESA DE PEQUENO PORTE;S;N;FERMINO COSTA;73;"SALA: 01""";COQUEIROS;88080420;SC;FLORIANOPOLIS;48;84504663;;;
01.936.465/0005-45;HIPPO SUPERMERCADOS LTDA;HIPPO SUPERMERCADOS;2;ATIVA;02/07/2015;02/07/2015;NULL;02/07/2015;02/07/2015;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;NULL;Sociedade Empresária Limitada;22266936.00;DEMAIS;NULL;NULL;DESEMBARGADOR PEDRO SILVA;2392;;COQUEIROS;88080700;SC;FLORIANOPOLIS;47;33651077;;;
01.936.465/0006-26;HIPPO SUPERMERCADOS LTDA;HIPPO SUPERMERCADOS;2;ATIVA;02/07/2015;02/07/2015;NULL;02/07/2015;02/07/2015;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;NULL;Sociedade Empresária Limitada;22266936.00;DEMAIS;NULL;NULL;SAO JORGE;S/N;;CENTRO;88015320;SC;FLORIANOPOLIS;47;33651077;;;
10.689.288/0001-07;MERCADO PORTO DO RIO VERMELHO LTDA;MERCADO PORTO;1;ATIVA;12/03/2009;12/03/2009;NULL;12/03/2009;12/03/2009;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Sociedade Empresária Limitada;15000.00;MICRO EMPRESA;N;N;JOAO GUALBERTO SOARES;8919;;SAO JOAO DO RIO VERMELHO;88060000;SC;FLORIANOPOLIS;48;32697139;48;91444654;LDJ@LDJ.CNT.BR
16.677.870/0001-30;MARQUES COMERCIO DE ALIMENTOS LTDA;MINI MERCADO MIILMAR;1;ATIVA;07/08/2012;07/08/2012;NULL;07/08/2012;07/08/2012;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Comércio varejista de bebidas;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;FELIPE NEVES;348;LOJA  01;CANTO;88070760;SC;FLORIANOPOLIS;48;96233611;48;32469752;MILTON.CV.MARQUES@GMAIL.COM
13.709.200/0001-60;BM MINIMERCADO LTDA;MERCADO ESKINA;1;ATIVA;24/05/2011;24/05/2011;NULL;24/05/2011;24/05/2011;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;500000.00;EMPRESA DE PEQUENO PORTE;S;N;MADRE MARIA VILAC;1.481;;CANASVIEIRAS;88054001;SC;FLORIANOPOLIS;48;32660818;;;MERCADOESKINA@OUTLOOK.COM
26.602.566/0001-87;ANDRE LUIZ FERNANDES MINI MERCADO;MINI MERCADO FAMILIA;1;ATIVA;24/11/2016;24/11/2016;NULL;24/11/2016;24/11/2016;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);50000.00;MICRO EMPRESA;S;N;CLEMENTE ROVERE;194;LOJA  01;CENTRO;88020340;SC;FLORIANOPOLIS;48;84761389;;;ANDRELUIZ_FERNANDES@HOTMAIL.COM
25.293.209/0001-11;MARINO THEISGES LTDA;SUPERMERCADO SANTO ANTONIO;1;ATIVA;26/07/2016;26/07/2016;NULL;26/07/2016;26/07/2016;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;10000.00;EMPRESA DE PEQUENO PORTE;N;N;CONEGO SERPA;62;LOJA  02;SANTO ANTONIO DE LISBOA;88050440;SC;FLORIANOPOLIS;48;32352125;;;JAQUEMERCADOSANTOANTONIO@HOTMAIL.COM
27.797.867/0001-76;27.797.867 VILSO BATISTA;VB CONVENIENCIA E MERCEARIA;1;ATIVA;23/05/2017;23/05/2017;NULL;23/05/2017;23/05/2017;Lanchonetes casas de chá de sucos e similares;NULL;Empresário (Individual);40000.00;MICRO EMPRESA;S;N;DAS AREIAS;342;;TAPERA DA BASE;88049300;SC;FLORIANOPOLIS;48;88105100;;;VILSO-BATISTA@BOL.COM.BR
28.655.753/0001-54;SONNTAG COMERCIO DE ALIMENTOS LTDA;MERCADO MARCOM;1;ATIVA;15/09/2017;15/09/2017;NULL;15/09/2017;15/09/2017;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;N;N;TRES MARIAS;522;;INGLESES DO RIO VERMELHO;88058648;SC;FLORIANOPOLIS;48;84352667;;;MERCADOBVC@HOTMAIL.COM
34.707.549/0001-32;CAMILE LAU DUTRA;Conveniencia da Mole;1;ATIVA;29/08/2019;29/08/2019;NULL;29/08/2019;29/08/2019;Serviços ambulantes de alimentação;NULL;Empresário (Individual);1000.00;MICRO EMPRESA;N;N;JORNALISTA MANOEL DE MENEZES;SN;;BARRA DA LAGOA;88061700;SC;FLORIANOPOLIS;48;91619885;;;camiledutra@gmail.com
83.646.984/0098-32;A. ANGELONI & CIA. LTDA;SUPERMERCADOS ANGELONI;2;ATIVA;07/01/2020;07/01/2020;NULL;07/01/2020;07/01/2020;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;61924500.00;DEMAIS;NULL;NULL;BOCAIUVA;1600;;CENTRO;88015530;SC;FLORIANOPOLIS;48;34617500;;;ADM.EDI@ANGELONI.COM.BR
41.757.372/0001-44;CARLOS AUGUSTO FAGUNDES 01143152999;BC MINIMERCADO;1;ATIVA;29/04/2021;29/04/2021;NULL;29/04/2021;29/04/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);10000.00;MICRO EMPRESA;S;N;FELIPE NEVES;1190;SALA 01;COLONINHA;88090420;SC;FLORIANOPOLIS;48;99470379;;;CAPITALCNT@GMAIL.COM
37.591.016/0001-26;JESSICA FOGACA SILVEIRA 03131678003;FAMILIA MERCADO E PADARIA;1;ATIVA;02/07/2020;02/07/2020;NULL;02/07/2020;02/07/2020;Padaria e confeitaria com predominância de revenda;Comércio varejista de bebidas;Empresário (Individual);60000.00;MICRO EMPRESA;N;N;VEREADOR ONILDO LEMOS;386;;INGLESES DO RIO VERMELHO;88058700;SC;FLORIANOPOLIS;48;84844671;;;JESSICA_FOGACA@HOTMAIL.COM
32.293.410/0001-64;TIAGO DE SOUZA CORREIA LTDA;MERCADO TIAGO;1;ATIVA;20/12/2018;20/12/2018;NULL;20/12/2018;20/12/2018;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;N;N;CANDIDO PEREIRA DOS ANJOS;1750;;SAO JOAO DO RIO VERMELHO;88060300;SC;FLORIANOPOLIS;48;98516732;;;CLIQUETIAGO@GMAIL.COM
46.096.058/0001-81;LEANDRO NUNES;SUPERMERCADO MANUELLA;1;ATIVA;20/04/2022;20/04/2022;NULL;20/04/2022;20/04/2022;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Comércio varejista de bebidas;Empresário (Individual);5000.00;MICRO EMPRESA;N;N;CENTRAL CONTINENTE;83;;CAPOEIRAS;88070224;SC;FLORIANOPOLIS;48;84275832;;;ROSY_MLK@HOTMAIL.COM
48.861.052/0001-89;DENIZE GONCALVES COMERCIO LTDA;SACOLAO SABORES DA TERRA;1;ATIVA;12/12/2022;12/12/2022;NULL;12/12/2022;12/12/2022;Comércio varejista de hortifrutigranjeiros;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Sociedade Empresária Limitada;55000.00;MICRO EMPRESA;S;N;LAURINDO JOSE DE SOUZA;264;;BARRA DA LAGOA;88061400;SC;FLORIANOPOLIS;48;84320036;;;JOSIASATAIDE@YAHOO.COM
48.915.496/0001-50;MERCADO E SACOLAO BEVITHE LTDA;MERCADO E SACOLAO BEVITHE;1;ATIVA;16/12/2022;16/12/2022;NULL;16/12/2022;16/12/2022;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;200000.00;MICRO EMPRESA;N;N;JOAO GUALBERTO SOARES;6377;ANEXO 1;INGLESES DO RIO VERMELHO;88058300;SC;FLORIANOPOLIS;48;91202818;0;0;MERCADOBEVITHE@GMAIL.COM
40.472.674/0001-03;ALBERTO BARRETO LTDA;POLAR CONVENIENCIA;1;ATIVA;20/01/2021;20/01/2021;NULL;20/01/2021;20/01/2021;Comércio varejista de bebidas;NULL;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;OSMAR REGUEIRA;25;LOJA  06;CENTRO;88010470;SC;FLORIANOPOLIS;51;91804092;;;ALBERTO.BARRETO@LIVE.COM.BR
44.480.732/0001-00;MERCADO MOIANO LTDA;MERCADO MOIANO;1;ATIVA;03/12/2021;03/12/2021;NULL;03/12/2021;03/12/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;40000.00;EMPRESA DE PEQUENO PORTE;N;N;FRANCISCO MAGNO VIEIRA;3279;;CAMPECHE;88065000;SC;FLORIANOPOLIS;51;86067513;;;NATASHA1LEOTTE@GMAIL.COM
48.566.575/0001-00;BOM PRECO COMERCIO VAREJISTA DE ALIMENTOS LTDA;MERCADO BOM PRECO;1;ATIVA;09/11/2022;09/11/2022;NULL;09/11/2022;09/11/2022;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;S;N;AMARO COELHO;47;;BARRA DA LAGOA;88061090;SC;FLORIANOPOLIS;48;88090538;0;0;MATHEUSLENHARD25@GMAIL.COM
49.620.619/0001-98;FAMILIA ROSA LTDA;MERCADO DO ANDRE;1;ATIVA;15/02/2023;15/02/2023;NULL;15/02/2023;15/02/2023;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;JOAO CARVALHO;244;;AGRONOMICA;88025010;SC;FLORIANOPOLIS;48;84707289;;;ANDRELUIZROSA.ROSA@GMAIL.COM
50.318.745/0001-71;ZANUTO E ZANFOLIN LTDA;Z E Z MERCADOS AUTONOMOS;1;ATIVA;14/04/2023;14/04/2023;NULL;14/04/2023;14/04/2023;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;S;N;MAURO RAMOS;1235;;CENTRO;88020301;SC;FLORIANOPOLIS;18;97385383;;;ZEZMERCADOSAUTONOMOS@GMAIL.COM
54.129.734/0001-02;MERCADO PERES COMERCIO VAREJISTA DE MERCADORIAS LTDA;MERCADO PERES;1;ATIVA;29/02/2024;29/02/2024;NULL;29/02/2024;29/02/2024;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;S;N;PROFESSORA MARIETA BARBOSA RIBEIRO;172;;JARDIM ATLANTICO;88095690;SC;FLORIANOPOLIS;48;96592053;;;MARCON.CONTABILIDADE@HOTMAIL.COM
43.704.753/0001-90;MERCADO TATACO LTDA;MERCADO TATACO;1;ATIVA;29/09/2021;29/09/2021;NULL;29/09/2021;29/09/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;S;N;BALDICERO FILOMENO;16301;;RIBEIRAO DA ILHA;88064002;SC;FLORIANOPOLIS;48;84257044;;;LUIZFILIPE2570@GMAIL.COM
45.633.835/0001-17;MINI MERCADO INA LTDA;MERCEARIA INA;1;ATIVA;14/03/2022;14/03/2022;NULL;14/03/2022;14/03/2022;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;AGRA FILHO;262;;TAPERA;88049480;SC;FLORIANOPOLIS;48;84745705;;;REGISTRO@AVITCONTABILIDADE.COM.BR
