CNPJ;RAZÃO SOCIAL;NOME FANTASIA;MATRIZ/FILIAL;SITUAÇÃO CADASTRAL;DATA INICIO ATIVIDADE;DATA INICIO ATIVIDADE (BR);DESCRIÇÃO MOTIVO;DATA SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL (BR);CNAE PRINCIPAL;CNAE SECUNDÁRIO;NATUREZA JURÍDICA;CAPITAL SOCIAL;PORTE;OPTANTE SIMPLES;OPTANTE MEI;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DDD 1;TELEFONE 1;DDD 2;TELEFONE 2;EMAIL
32.293.410/0001-64;TIAGO DE SOUZA CORREIA LTDA;MERCADO TIAGO;1;ATIVA;20/12/2018;20/12/2018;NULL;20/12/2018;20/12/2018;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;N;N;CANDIDO PEREIRA DOS ANJOS;1750;;SAO JOAO DO RIO VERMELHO;88060300;SC;FLORIANOPOLIS;48;98516732;;;CLIQUETIAGO@GMAIL.COM
46.096.058/0001-81;LEANDRO NUNES;SUPERMERCADO MANUELLA;1;ATIVA;20/04/2022;20/04/2022;NULL;20/04/2022;20/04/2022;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Comércio varejista de bebidas;Empresário (Individual);5000.00;MICRO EMPRESA;N;N;CENTRAL CONTINENTE;83;;CAPOEIRAS;88070224;SC;FLORIANOPOLIS;48;84275832;;;ROSY_MLK@HOTMAIL.COM
48.861.052/0001-89;DENIZE GONCALVES COMERCIO LTDA;SACOLAO SABORES DA TERRA;1;ATIVA;12/12/2022;12/12/2022;NULL;12/12/2022;12/12/2022;Comércio varejista de hortifrutigranjeiros;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Sociedade Empresária Limitada;55000.00;MICRO EMPRESA;S;N;LAURINDO JOSE DE SOUZA;264;;BARRA DA LAGOA;88061400;SC;FLORIANOPOLIS;48;84320036;;;JOSIASATAIDE@YAHOO.COM
48.915.496/0001-50;MERCADO E SACOLAO BEVITHE LTDA;MERCADO E SACOLAO BEVITHE;1;ATIVA;16/12/2022;16/12/2022;NULL;16/12/2022;16/12/2022;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;200000.00;MICRO EMPRESA;N;N;JOAO GUALBERTO SOARES;6377;ANEXO 1;INGLESES DO RIO VERMELHO;88058300;SC;FLORIANOPOLIS;48;91202818;0;0;MERCADOBEVITHE@GMAIL.COM
40.472.674/0001-03;ALBERTO BARRETO LTDA;POLAR CONVENIENCIA;1;ATIVA;20/01/2021;20/01/2021;NULL;20/01/2021;20/01/2021;Comércio varejista de bebidas;NULL;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;OSMAR REGUEIRA;25;LOJA  06;CENTRO;88010470;SC;FLORIANOPOLIS;51;91804092;;;ALBERTO.BARRETO@LIVE.COM.BR
44.480.732/0001-00;MERCADO MOIANO LTDA;MERCADO MOIANO;1;ATIVA;03/12/2021;03/12/2021;NULL;03/12/2021;03/12/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;40000.00;EMPRESA DE PEQUENO PORTE;N;N;FRANCISCO MAGNO VIEIRA;3279;;CAMPECHE;88065000;SC;FLORIANOPOLIS;51;86067513;;;NATASHA1LEOTTE@GMAIL.COM
48.566.575/0001-00;BOM PRECO COMERCIO VAREJISTA DE ALIMENTOS LTDA;MERCADO BOM PRECO;1;ATIVA;09/11/2022;09/11/2022;NULL;09/11/2022;09/11/2022;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;S;N;AMARO COELHO;47;;BARRA DA LAGOA;88061090;SC;FLORIANOPOLIS;48;88090538;0;0;MATHEUSLENHARD25@GMAIL.COM
49.620.619/0001-98;FAMILIA ROSA LTDA;MERCADO DO ANDRE;1;ATIVA;15/02/2023;15/02/2023;NULL;15/02/2023;15/02/2023;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;JOAO CARVALHO;244;;AGRONOMICA;88025010;SC;FLORIANOPOLIS;48;84707289;;;ANDRELUIZROSA.ROSA@GMAIL.COM
50.318.745/0001-71;ZANUTO E ZANFOLIN LTDA;Z E Z MERCADOS AUTONOMOS;1;ATIVA;14/04/2023;14/04/2023;NULL;14/04/2023;14/04/2023;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;S;N;MAURO RAMOS;1235;;CENTRO;88020301;SC;FLORIANOPOLIS;18;97385383;;;ZEZMERCADOSAUTONOMOS@GMAIL.COM
54.129.734/0001-02;MERCADO PERES COMERCIO VAREJISTA DE MERCADORIAS LTDA;MERCADO PERES;1;ATIVA;29/02/2024;29/02/2024;NULL;29/02/2024;29/02/2024;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;S;N;PROFESSORA MARIETA BARBOSA RIBEIRO;172;;JARDIM ATLANTICO;88095690;SC;FLORIANOPOLIS;48;96592053;;;MARCON.CONTABILIDADE@HOTMAIL.COM
43.704.753/0001-90;MERCADO TATACO LTDA;MERCADO TATACO;1;ATIVA;29/09/2021;29/09/2021;NULL;29/09/2021;29/09/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;S;N;BALDICERO FILOMENO;16301;;RIBEIRAO DA ILHA;88064002;SC;FLORIANOPOLIS;48;84257044;;;LUIZFILIPE2570@GMAIL.COM
45.633.835/0001-17;MINI MERCADO INA LTDA;MERCEARIA INA;1;ATIVA;14/03/2022;14/03/2022;NULL;14/03/2022;14/03/2022;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;AGRA FILHO;262;;TAPERA;88049480;SC;FLORIANOPOLIS;48;84745705;;;REGISTRO@AVITCONTABILIDADE.COM.BR
52.026.562/0001-08;BOM PRECO ACOUGUE E MERCEARIA LTDA;MERCADO BOM PRECO;1;ATIVA;31/08/2023;31/08/2023;NULL;31/08/2023;31/08/2023;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Comércio varejista de carnes - açougues;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;S;N;ALTAMIRO BARCELOS DUTRA;608;;BARRA DA LAGOA;88061300;SC;FLORIANOPOLIS;48;91599395;;;MERCADOBOMPRECO608@GMAIL.COM
54.987.952/0001-70;JOAO LUCAS MINI MERCADO LTDA;JOAO LUCAS MINI MERCADO;1;ATIVA;03/05/2024;03/05/2024;NULL;03/05/2024;03/05/2024;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;S;N;PROF EGIDIO FERREIRA;1292;SALA  02;MONTE CRISTO;88090500;SC;FLORIANOPOLIS;48;84114193;48;88746572;LINOANDERSON840@GMAIL.COM
95.852.216/0001-91;MERCADO VALEDI LTDA;SUPERMERCADO NOBLES;1;ATIVA;02/03/1993;02/03/1993;NULL;03/11/2005;03/11/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;160000.00;DEMAIS;N;N;PROF EGIDIO FERREIRA;1167;;CAPOEIRAS;88090500;SC;FLORIANOPOLIS;;;;;SUPERMERCADONOBLES@GMAIL.COM
00.448.750/0001-20;SIMAR COMERCIO LTDA;MANHATTAN44 MINI MERCADO & UTILIDADES DOMESTICAS;1;ATIVA;22/02/1995;22/02/1995;NULL;25/08/2001;25/08/2001;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;25000.00;DEMAIS;N;N;DESEMBARGADOR VITOR LIMA;390;;CARVOEIRA;88040401;SC;FLORIANOPOLIS;48;98339098;48;99249245;MANHATTAN44@GMAIL.COM
00.509.351/0001-22;MINIMERCADO HERCILIO LTDA;MINIMERCADO HERCILIO;1;ATIVA;28/03/1995;28/03/1995;NULL;03/11/2005;03/11/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;75000.00;MICRO EMPRESA;S;N;JOAQUIM NABUCO;2614;"QUADRA: 02"" LOTE: 44""";MONTE CRISTO;88090062;SC;FLORIANOPOLIS;48;84875550;;;HERCILIOSTUR5@GMAIL.COM
00.349.184/0001-08;JANICE NORMA DA SILVA;MERCEARIA PONTA DAS CANAS;1;ATIVA;12/12/1994;12/12/1994;NULL;23/12/2000;23/12/2000;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);10000.00;MICRO EMPRESA;S;N;LUIZ BOITEUX PIAZZA;4932;;PONTA DAS CANAS;88056000;SC;FLORIANOPOLIS;;;;;
02.666.525/0002-77;WILSON CELSO NUNES;MINI MERCADO ENGENHO;2;ATIVA;27/11/1998;27/11/1998;NULL;05/01/2025;05/01/2025;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);0.00;MICRO EMPRESA;NULL;NULL;BELARMINO DA SILVA;SN;BAL DOS ACORES;PANT DO SUL;88045108;SC;FLORIANOPOLIS;;;;;
01.003.224/0001-10;CELIA MARIA MARTINS DE OLIVEIRA;MERCEARIA ARACY;1;ATIVA;16/01/1996;16/01/1996;NULL;18/10/2003;18/10/2003;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);0.00;MICRO EMPRESA;NULL;NULL;ARACY VAZ CALLADO;1460;;ESTREITO;88070000;SC;FLORIANOPOLIS;;;;;
82.956.160/0024-60;MUNDIALMIX COMERCIO DE ALIMENTOS LTDA;SUPERMERCADOS IMPERATRIZ;2;ATIVA;03/12/1999;03/12/1999;NULL;31/12/2004;31/12/2004;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;2616000.00;DEMAIS;NULL;NULL;DAS NACOES;192;;CANASVIEIRAS;88054010;SC;FLORIANOPOLIS;48;3811300;;;
83.043.737/0001-19;ORI BERNARDO;MERCEARIA ORI;1;ATIVA;19/08/1975;19/08/1975;NULL;03/11/2005;03/11/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);0.00;DEMAIS;NULL;NULL;JOAO MEIRELES;1153;;ABRAAO;88085201;SC;FLORIANOPOLIS;;;;;
72.432.685/0001-56;MINI MERCADO ITACORUBI 24 HORAS LTDA;MINI MERCADO ITACORUBI 24 HORAS;1;ATIVA;08/07/1993;08/07/1993;NULL;24/04/2004;24/04/2004;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;10000.00;EMPRESA DE PEQUENO PORTE;S;N;ANTONIO AMARO VIEIRA;2895;;ITACORUBI;88034101;SC;FLORIANOPOLIS;48;30284777;;;ESCRITORIO@TJSCONTABIL.COM.BR
77.908.226/0001-10;MINI MERCADO GRASEL LTDA;MINI MERCADO GRASEL;1;ATIVA;16/02/1984;16/02/1984;NULL;03/11/2005;03/11/2005;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;Sociedade Empresária Limitada;20000.00;EMPRESA DE PEQUENO PORTE;S;N;HERCILIO LUZ;975;LOJA  03;CENTRO;88020001;SC;FLORIANOPOLIS;48;32237069;;;
82.956.160/0026-21;MUNDIALMIX COMERCIO DE ALIMENTOS LTDA;SUPERMERCADOS IMPERATRIZ;2;ATIVA;06/12/1999;06/12/1999;NULL;31/12/2004;31/12/2004;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;2616000.00;DEMAIS;NULL;NULL;GENERAL LIBERATO BITTENCOURT;1885;;ESTREITO;88070800;SC;FLORIANOPOLIS;48;32794340;48;32794100;janaina@superimperatriz.com.br
81.602.609/0001-32;JONAS JOSE SCHMITZ LTDA;MERCEARIA DO GALEGO;1;ATIVA;20/12/1989;20/12/1989;NULL;18/04/2003;18/04/2003;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;95400.00;EMPRESA DE PEQUENO PORTE;S;N;SANTOS SARAIVA;1150;;ESTREITO;88070101;SC;FLORIANOPOLIS;48;32485726;;;JONASGALEGO@HOTMAIL.COM
01.280.251/0001-30;COMERCIO DE ALIMENTOS PAGNUSSAT E DIEHL LTDA;MERCADO MM;1;ATIVA;01/06/1996;01/06/1996;NULL;27/08/2005;27/08/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;63000.00;MICRO EMPRESA;N;N;GRACILIANO MANOEL GOMES;1500;;INGLESES;88058200;SC;FLORIANOPOLIS;48;33690472;;;
11.160.403/0001-14;CLAIDIR LUIZ ROSIAK;CONVENIENCIA E BEBIDAS CANASVIEIRAS;1;ATIVA;21/09/2009;21/09/2009;NULL;21/09/2009;21/09/2009;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Empresário (Individual);500000.00;MICRO EMPRESA;N;N;HYPOLITO GREGORIO PEREIRA;700;;CANASVIEIRAS;88054210;SC;FLORIANOPOLIS;48;99020237;;;
04.031.026/0001-58;HIPER SELECT SUPERMERCADOS LTDA.;HIPER SELECT SUPERMERCADOS;1;ATIVA;05/09/2000;05/09/2000;NULL;05/09/2000;05/09/2000;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;6000000.00;DEMAIS;NULL;NULL;FRANCISCO VIEIRA;465;;MORRO DAS PEDRAS;88066010;SC;FLORIANOPOLIS;48;32379009;;;CPD01@HIPERSELECT.COM.BR
06.126.843/0001-15;PETER PAM CONVENIENCIAS LTDA;24 HORAS KIOSCO CONVENIENCIAS;1;ATIVA;03/02/2004;03/02/2004;NULL;03/11/2005;03/11/2005;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;NULL;Sociedade Empresária Limitada;8000.00;MICRO EMPRESA;S;N;LUIZ BOITEUX PIAZZA;3657;SL 01 C. C. P. NORTE;CACHOEIRA BOM JESUS;88056000;SC;FLORIANOPOLIS;48;99619097;;;PAMEDAFFU@HOTMAIL.COM
08.946.002/0001-80;08.946.002 GILBERTO GOMES BRITO;BAR E MERCEARIA SANTA VITORIA;1;ATIVA;16/07/2007;16/07/2007;NULL;01/07/2021;01/07/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);50000.00;MICRO EMPRESA;N;N;SANTA VITORIA;26;SALA  A;AGRONOMICA;88025525;SC;FLORIANOPOLIS;48;33431989;48;32283873;
11.469.890/0001-00;ANA PAULA FARIAS;BAR E MERCEARIA SANTA VITORIA;1;ATIVA;11/12/2009;11/12/2009;NULL;11/12/2009;11/12/2009;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento;Empresário (Individual);20000.00;MICRO EMPRESA;S;N;SANTA VITORIA;26;SALA  01;AGRONOMICA;88025525;SC;FLORIANOPOLIS;48;33335951;48;33431989;
12.942.577/0001-00;GILCILEI GRAFFETTI COELHO;MINIMERCADO SANTA CRUZ;1;ATIVA;29/11/2010;29/11/2010;NULL;29/11/2010;29/11/2010;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);5000.00;MICRO EMPRESA;N;N;JOSE CANDIDO DA SILVA;166;SALA  01;ESTREITO;88010000;SC;FLORIANOPOLIS;48;32449781;;;
13.045.249/0001-65;JUCINEI GAIA;MERCADO E ACOUGUE DANIELA;1;ATIVA;20/12/2010;20/12/2010;NULL;18/05/2023;18/05/2023;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Comércio varejista de carnes - açougues;Empresário (Individual);5000.00;MICRO EMPRESA;NULL;NULL;DAS PALMEIRAS;461;;DANIELA;88053010;SC;FLORIANOPOLIS;48;33657023;;;
09.209.355/0001-60;MERCADO DAS TORTAS LTDA;MERCADO DAS TORTAS;1;ATIVA;23/11/2007;23/11/2007;NULL;23/11/2007;23/11/2007;Fabricação de produtos de padaria e confeitaria com predominância de produção própria;NULL;Sociedade Empresária Limitada;10000.00;MICRO EMPRESA;S;N;ALMIRANTE DURVAL MELCHIADES DE SOUZA;599;;CENTRO;88015070;SC;FLORIANOPOLIS;48;30247145;48;88044396;VENDAS@DOCERIAEMPORIODASTORTAS.COM.BR
10.846.896/0001-88;GREYCE CARRARO;MERCADO SOL;1;ATIVA;25/05/2009;25/05/2009;NULL;25/05/2009;25/05/2009;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);3000.00;MICRO EMPRESA;S;N;ORLANDO CHAPLIN;112;;BARRA DA LAGOA;88061050;SC;FLORIANOPOLIS;48;30345353;;;
11.781.315/0001-30;FERNANDA ELIZABETE PACHECO;MERCEARIA VO MARCILIA;1;ATIVA;06/04/2010;06/04/2010;NULL;06/04/2010;06/04/2010;Transporte rodoviário de carga exceto produtos perigosos e mudanças intermunicipal interestadual e internacional;NULL;Empresário (Individual);10000.00;MICRO EMPRESA;N;N;ENGENHEIRO MAX DE SOUZA;1149;SALA  02;COQUEIROS;88080000;SC;FLORIANOPOLIS;48;30284170;;;
13.564.899/0001-17;MINI MERCADO FRUTI PITANGA LTDA;MINI MERCADO FRUTI PITANGA;1;ATIVA;26/04/2011;26/04/2011;NULL;26/04/2011;26/04/2011;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Restaurantes e similares;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;SAO JOSE;283;;BALNEARIO;88075310;SC;FLORIANOPOLIS;48;32481017;;;CRISTIANOSOUZA9@YAHOO.COM.BR
17.615.663/0001-13;DANIEL LINDOMAR GENEROSA ALIMENTOS;ACOUGUE E MERCADO DO RONI;1;ATIVA;21/02/2013;21/02/2013;NULL;21/02/2013;21/02/2013;Comércio varejista de hortifrutigranjeiros;NULL;Empresário (Individual);1000.00;MICRO EMPRESA;S;N;ALTAMIRO BARCELOS DUTRA;1585;;BARRA DA LAGOA;88061300;SC;FLORIANOPOLIS;48;32253159;;;ldj@ldj.cnt.br
23.853.802/0001-40;MERCADO E ACOUGUE PONTES LTDA;MERCADO E ACOUGUE PONTES;1;ATIVA;16/12/2015;16/12/2015;NULL;16/12/2015;16/12/2015;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;78800.00;MICRO EMPRESA;N;N;DAS AREIAS;41;;TAPERA;88049300;SC;FLORIANOPOLIS;48;96190028;;;FATIMAEVANDERLEI67@GMAIL.COM
12.510.288/0001-23;CAMPOS & CAMPOS LTDA;MERCADO DO LADINHO;1;ATIVA;10/09/2010;10/09/2010;NULL;10/09/2010;10/09/2010;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;S;N;CRISTOVAO MACHADO DE CAMPOS;3387;;VARGEM GRANDE;88052600;SC;FLORIANOPOLIS;48;32829752;;;patricia.jaison@hotmail.com
19.675.984/0001-39;PETRONILHA ARAUJO;MINIMERCADO AMANDA;1;ATIVA;07/02/2014;07/02/2014;NULL;07/02/2014;07/02/2014;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);5000.00;MICRO EMPRESA;N;N;ANTONIO CARLOS FERREIRA;998;;AGRONOMICA;88025211;SC;FLORIANOPOLIS;48;98246233;;;ARAUJOPETRONILHA50@GMAIL.COM
04.031.026/0005-81;HIPER SELECT SUPERMERCADOS LTDA.;HIPERBOM SUPERMERCADOS;2;ATIVA;28/03/2016;28/03/2016;NULL;28/03/2016;28/03/2016;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;6000000.00;DEMAIS;NULL;NULL;DO GRAMAL;1600;SALA  10;CAMPECHE;88063080;SC;FLORIANOPOLIS;48;32383141;;;CONTABILIDADE@HIPERBOMSUPERMERCADOS.COM.BR
08.983.442/0001-07;PIRES COMERCIO DE ALIMENTOS LTDA;MINI MERCADO PIRES;1;ATIVA;09/05/2007;09/05/2007;NULL;09/05/2007;09/05/2007;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;NULL;Sociedade Empresária Limitada;9000.00;MICRO EMPRESA;S;N;MANOEL MONTEIRO;516;SALA;CANASVIEIRAS;88054633;SC;FLORIANOPOLIS;48;32429105;;;
26.429.073/0001-97;SUPER PAI & FILHO LTDA;MERCADO PAI & FILHO;1;ATIVA;26/10/2016;26/10/2016;NULL;09/11/2023;09/11/2023;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;40000.00;MICRO EMPRESA;S;N;DOM JOAO BECKER;783;LOJA;INGLESES DO RIO VERMELHO;88058600;SC;FLORIANOPOLIS;48;33691852;48;33641852;MERCADOPAIEFILHO@GMAIL.COM
27.413.166/0001-96;BAR E MERCEARIA DO ZE LTDA;MERCADO E ACOUGUE DO ZE;1;ATIVA;28/03/2017;28/03/2017;NULL;28/03/2017;28/03/2017;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;N;N;DARIO MANOEL CARDOSO;1646;;INGLESES DO RIO VERMELHO;88058400;SC;FLORIANOPOLIS;48;30333319;;;
28.012.034/0001-15;ANDREIA DEPETRIZ ASSAD;MERCADO SEMPRE MAIS;1;ATIVA;21/06/2017;21/06/2017;NULL;21/06/2017;21/06/2017;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);10000.00;MICRO EMPRESA;N;N;SC  405;3279;;CAMPECHE;88065000;SC;FLORIANOPOLIS;48;99501519;;;
29.063.130/0001-55;VAREJO MAIS GESTAO PARA SUPERMERCADOS LTDA;VAREJO MAIS GESTAO PARA SUPERMERCADOS;1;ATIVA;13/11/2017;13/11/2017;NULL;22/02/2022;22/02/2022;Serviços combinados de escritório e apoio administrativo;NULL;Sociedade Empresária Limitada;93700.00;MICRO EMPRESA;NULL;NULL;JOAO GUALBERTO SOARES;1267;;INGLESES DO RIO VERMELHO;88058300;SC;FLORIANOPOLIS;48;30946611;48;30946611;RHSACOLAODAECONOMIA@GMAIL.COM
30.680.624/0001-68;ELIANE SILVA PEREIRA;MERCADO FLORIPA;1;ATIVA;12/06/2018;12/06/2018;NULL;12/06/2018;12/06/2018;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);30000.00;MICRO EMPRESA;S;N;RUI BARBOSA;398;LOJA  01;AGRONOMICA;88025301;SC;FLORIANOPOLIS;48;32287686;48;96189814;ELIANE18_FOZ@HOTMAIL.COM
30.810.338/0001-70;ANDRESSA ELEN OLIVEIRA SANTANA;MERCADO SANTANA;1;ATIVA;28/06/2018;28/06/2018;NULL;28/06/2018;28/06/2018;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);10000.00;MICRO EMPRESA;S;N;MANOEL ISIDORO AUGUSTO;27;LOJA  1;RIO TAVARES;88048446;SC;FLORIANOPOLIS;48;88324912;;;ANDRESSAELEN@ICLOUD.COM
31.538.546/0001-24;MERCADO ITACO LTDA;MERCADO ITACO;1;ATIVA;18/09/2018;18/09/2018;NULL;18/09/2018;18/09/2018;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Lanchonetes casas de chá de sucos e similares;Sociedade Empresária Limitada;96000.00;MICRO EMPRESA;S;N;MADRE BENVENUTA;80;;TRINDADE;88035000;SC;FLORIANOPOLIS;47;33980147;;;
12.558.842/0001-42;JONAS ABELARDO DOS SANTOS LTDA;MERCADO JOAQUIM;1;ATIVA;20/09/2010;20/09/2010;NULL;20/09/2010;20/09/2010;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;10000.00;EMPRESA DE PEQUENO PORTE;N;N;EDUARDO MARQUES DA ROSA;62;BLOCO B;INGLESES DO RIO VERMELHO;88058478;SC;FLORIANOPOLIS;48;32843314;;;MERCADOJOAQUIM@GMAIL.COM
11.160.403/0002-03;CLAIDIR LUIZ ROSIAK;CONVENIENCIAS CANASVIEIRAS;2;ATIVA;26/01/2017;26/01/2017;NULL;26/01/2017;26/01/2017;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Empresário (Individual);500000.00;MICRO EMPRESA;N;N;DOM JOAO BECKER;347;SALA  01;INGLESES DO RIO VERMELHO;88058600;SC;FLORIANOPOLIS;48;99020237;;;
29.231.343/0001-49;LAGOA GENEROS ALIMENTICIOS LTDA;MERCADO LAGOA;1;ATIVA;07/12/2017;07/12/2017;NULL;27/02/2025;27/02/2025;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;N;N;RITA LOURENCO DA SILVEIRA;285;;LAGOA DA CONCEICAO;88062060;SC;FLORIANOPOLIS;48;98446466;;;EDISONRODRIGUES.1204@GMAIL.COM
29.854.109/0001-78;MERCADO E ACOUGUE ANDRADE LTDA;MERCADO E ACOUGUE ANDRADE LTDA;1;ATIVA;06/03/2018;06/03/2018;NULL;06/03/2018;06/03/2018;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;S;N;PALOMA TEREZINHA ROSA DE LIMA;51;;COQUEIROS;88080445;SC;FLORIANOPOLIS;48;99324520;;;JONASANDRADE1@LIVE.COM
04.031.026/0006-62;HIPER SELECT SUPERMERCADOS LTDA.;HIPER SELECT SUPERMERCADOS;2;ATIVA;24/07/2018;24/07/2018;NULL;24/07/2018;24/07/2018;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;6000000.00;DEMAIS;NULL;NULL;DEODORO;281;;CENTRO;88010020;SC;FLORIANOPOLIS;48;33819406;;;CPD04@HIPERSELECT.COM.BR
